date,time,gender,device,activity,country,state
7/17/2014,1:30 AM,female,desktop,1,China,
7/31/2014,2:09 PM,female,tablet,1,China,
7/18/2014,10:15 PM,male,tablet,1,China,
7/27/2014,6:06 AM,female,mobile,0,China,
7/31/2014,5:11 AM,female,mobile,1,China,
7/27/2014,11:17 AM,male,mobile,1,China,
7/30/2014,11:39 AM,male,mobile,1,China,
7/25/2014,10:38 AM,male,mobile,0,China,
7/26/2014,12:46 AM,female,desktop,0,China,
7/28/2014,2:51 AM,male,desktop,1,China,
7/28/2014,9:07 PM,male,desktop,0,China,
7/27/2014,10:53 PM,female,tablet,1,China,
7/23/2014,3:30 AM,male,desktop,0,China,
7/17/2014,12:20 PM,female,tablet,1,China,
7/25/2014,12:00 AM,female,mobile,1,China,
7/23/2014,1:08 PM,female,desktop,0,China,
7/17/2014,9:59 PM,female,mobile,1,China,
7/20/2014,5:57 PM,female,desktop,1,China,
7/19/2014,2:57 PM,male,mobile,1,China,
7/27/2014,4:27 PM,female,mobile,1,China,
7/23/2014,7:26 PM,male,desktop,1,China,
7/20/2014,7:30 AM,female,tablet,0,China,
7/19/2014,2:47 AM,male,desktop,1,China,
7/30/2014,8:12 AM,female,tablet,1,China,
7/25/2014,11:11 PM,male,desktop,1,China,
7/17/2014,5:15 AM,female,mobile,1,China,
7/22/2014,7:44 AM,female,tablet,0,China,
7/25/2014,9:40 AM,male,tablet,0,China,
7/20/2014,11:00 PM,male,mobile,0,China,
7/24/2014,6:18 AM,male,tablet,0,China,
7/23/2014,1:56 PM,female,tablet,0,China,
7/25/2014,9:18 AM,male,tablet,0,China,
7/30/2014,12:33 AM,female,desktop,1,China,
7/22/2014,10:28 PM,male,tablet,0,China,
7/29/2014,11:51 PM,female,mobile,0,China,
7/22/2014,1:15 PM,female,mobile,1,China,
7/24/2014,4:06 AM,male,mobile,1,China,
7/20/2014,12:24 PM,female,tablet,1,China,
7/25/2014,2:59 AM,male,mobile,0,China,
7/30/2014,9:28 AM,female,tablet,1,China,
7/28/2014,7:28 AM,female,mobile,1,China,
7/27/2014,4:37 AM,female,desktop,0,China,
7/23/2014,1:45 AM,female,tablet,0,China,
7/26/2014,11:39 PM,female,tablet,0,China,
7/25/2014,4:30 PM,female,tablet,0,China,
7/18/2014,3:39 PM,female,desktop,1,China,
7/21/2014,9:11 PM,male,desktop,0,China,
7/28/2014,1:52 PM,male,mobile,1,China,
7/22/2014,3:12 PM,male,tablet,1,China,
7/26/2014,2:37 AM,female,desktop,1,China,
7/28/2014,3:16 AM,male,desktop,0,China,
7/24/2014,2:00 AM,male,tablet,1,China,
7/27/2014,8:06 AM,female,tablet,0,China,
7/24/2014,6:41 PM,male,tablet,1,China,
7/30/2014,6:25 PM,female,mobile,1,China,
7/21/2014,4:56 AM,female,mobile,0,China,
7/31/2014,5:48 AM,female,desktop,0,China,
7/22/2014,8:30 AM,male,mobile,1,China,
7/31/2014,4:30 AM,female,tablet,1,China,
7/19/2014,9:46 PM,male,tablet,1,China,
7/25/2014,12:13 PM,male,mobile,0,China,
7/18/2014,5:55 AM,male,mobile,1,China,
7/25/2014,12:00 AM,female,mobile,1,China,
7/22/2014,12:07 AM,female,desktop,1,China,
7/20/2014,8:56 AM,male,mobile,0,China,
7/25/2014,10:23 AM,female,desktop,0,China,
7/18/2014,2:50 AM,female,mobile,1,China,
7/30/2014,1:13 PM,male,desktop,1,China,
7/25/2014,1:43 PM,male,desktop,1,China,
7/18/2014,7:43 AM,female,desktop,1,China,
7/20/2014,2:34 AM,female,desktop,0,China,
7/31/2014,10:28 PM,male,tablet,0,China,
7/31/2014,4:33 PM,male,tablet,1,China,
7/28/2014,11:34 PM,female,desktop,0,China,
7/24/2014,3:37 PM,male,mobile,1,China,
7/17/2014,12:08 PM,male,tablet,1,China,
7/20/2014,7:22 PM,female,tablet,0,China,
7/28/2014,6:47 AM,male,mobile,1,China,
7/24/2014,8:25 PM,female,desktop,1,China,
7/22/2014,3:57 PM,male,tablet,1,Colombia,
7/28/2014,11:10 PM,female,tablet,0,Colombia,
7/18/2014,9:08 AM,female,tablet,1,Colombia,
7/29/2014,12:38 AM,male,mobile,0,Colombia,
7/26/2014,8:24 AM,male,tablet,0,Colombia,
7/27/2014,8:32 AM,female,mobile,0,Colombia,
7/26/2014,5:43 PM,female,desktop,0,Colombia,
7/30/2014,7:49 PM,male,mobile,1,Colombia,
7/25/2014,1:54 PM,male,mobile,1,Colombia,
7/21/2014,3:54 PM,female,mobile,0,Colombia,
7/23/2014,5:48 PM,male,desktop,0,Colombia,
7/25/2014,11:51 PM,male,desktop,1,Colombia,
7/27/2014,8:49 AM,male,mobile,0,Colombia,
7/27/2014,4:10 PM,female,tablet,1,Colombia,
7/21/2014,8:53 PM,female,desktop,1,Colombia,
7/28/2014,12:48 PM,female,desktop,0,Colombia,
7/18/2014,1:15 AM,female,desktop,1,Colombia,
7/30/2014,7:08 PM,male,mobile,1,Colombia,
7/26/2014,12:12 AM,male,mobile,0,Colombia,
7/26/2014,11:40 PM,female,mobile,1,Colombia,
7/23/2014,7:21 AM,female,desktop,1,Colombia,
7/19/2014,11:56 PM,male,desktop,0,Colombia,
7/19/2014,4:08 AM,male,mobile,0,Colombia,
7/26/2014,8:27 AM,female,mobile,1,Colombia,
7/22/2014,12:05 PM,female,mobile,1,Colombia,
7/30/2014,2:37 AM,female,mobile,0,Colombia,
7/22/2014,7:17 PM,male,tablet,0,Colombia,
7/20/2014,6:35 PM,male,tablet,1,Colombia,
7/25/2014,9:15 PM,female,tablet,1,Colombia,
7/25/2014,6:51 PM,female,tablet,1,Colombia,
7/30/2014,12:39 AM,female,desktop,1,Colombia,
7/24/2014,5:16 PM,male,mobile,1,Colombia,
7/22/2014,4:02 AM,male,tablet,0,Colombia,
7/30/2014,7:45 AM,male,tablet,1,Colombia,
7/25/2014,7:42 AM,male,tablet,1,Colombia,
7/22/2014,5:14 AM,female,mobile,1,Colombia,
7/27/2014,7:54 PM,male,tablet,0,Colombia,
7/22/2014,7:01 AM,male,mobile,0,Colombia,
7/28/2014,2:44 AM,male,tablet,1,Colombia,
7/18/2014,4:25 PM,male,desktop,0,Colombia,
7/23/2014,8:50 AM,male,desktop,1,Colombia,
7/24/2014,4:59 AM,male,tablet,0,Colombia,
7/24/2014,7:16 PM,female,desktop,0,Colombia,
7/30/2014,1:23 AM,female,mobile,1,Colombia,
7/28/2014,12:30 AM,female,tablet,1,Colombia,
7/23/2014,1:50 AM,male,tablet,0,Colombia,
7/18/2014,3:12 PM,female,desktop,0,Colombia,
7/31/2014,3:51 AM,male,mobile,0,Colombia,
7/27/2014,8:36 AM,female,tablet,1,Colombia,
7/20/2014,2:24 AM,male,tablet,0,Colombia,
7/31/2014,9:55 PM,male,desktop,1,Comoros,
7/30/2014,9:57 AM,male,tablet,0,Comoros,
7/21/2014,7:23 AM,male,mobile,0,Comoros,
7/18/2014,4:34 AM,male,tablet,1,Comoros,
7/18/2014,10:19 PM,male,tablet,0,Comoros,
7/18/2014,9:42 AM,female,desktop,0,Comoros,
7/31/2014,7:18 PM,female,mobile,0,Comoros,
7/26/2014,10:24 PM,female,mobile,1,Comoros,
7/29/2014,2:33 PM,female,tablet,1,Costa Rica,
7/30/2014,4:14 PM,male,tablet,0,Costa Rica,
7/30/2014,4:53 PM,male,mobile,0,Costa Rica,
7/20/2014,9:23 PM,male,mobile,1,Costa Rica,
7/24/2014,12:10 AM,male,desktop,1,Costa Rica,
7/20/2014,6:15 PM,male,desktop,1,Costa Rica,
7/25/2014,9:57 AM,male,mobile,1,Costa Rica,
7/30/2014,7:11 AM,male,desktop,0,Costa Rica,
7/20/2014,6:25 PM,male,tablet,0,Costa Rica,
7/23/2014,10:29 PM,male,desktop,1,Costa Rica,
7/30/2014,4:51 AM,male,tablet,0,Costa Rica,
7/30/2014,12:03 PM,female,mobile,0,Croatia,
7/28/2014,4:45 PM,female,desktop,1,Croatia,
7/25/2014,6:07 PM,male,tablet,1,Croatia,
7/24/2014,8:54 PM,female,mobile,1,Croatia,
7/25/2014,2:18 PM,male,mobile,0,Croatia,
7/24/2014,10:10 PM,female,desktop,1,Croatia,
7/19/2014,9:02 PM,female,desktop,1,Croatia,
7/29/2014,8:21 PM,female,mobile,0,Croatia,
7/24/2014,1:32 AM,female,mobile,0,Croatia,
7/27/2014,6:45 PM,female,tablet,1,Croatia,
7/20/2014,9:10 PM,female,desktop,1,Croatia,
7/24/2014,1:43 PM,female,mobile,0,Croatia,
7/29/2014,1:05 PM,male,desktop,0,Croatia,
7/22/2014,4:31 AM,male,tablet,0,Croatia,
7/26/2014,9:36 AM,female,tablet,1,Croatia,
7/31/2014,9:13 PM,female,tablet,1,Croatia,
7/26/2014,10:58 AM,male,desktop,0,Croatia,
7/29/2014,12:06 AM,male,desktop,0,Croatia,
7/22/2014,5:59 PM,female,desktop,1,Croatia,
7/22/2014,6:05 AM,female,desktop,0,Croatia,
7/23/2014,11:30 PM,female,tablet,1,Croatia,
7/24/2014,6:45 PM,male,mobile,1,Croatia,
7/28/2014,8:18 PM,male,mobile,1,Cuba,
7/21/2014,12:52 AM,male,desktop,0,Cuba,
7/28/2014,12:00 PM,female,mobile,1,Cuba,
7/22/2014,6:38 PM,female,tablet,1,Cuba,
7/30/2014,10:55 AM,female,desktop,1,Cuba,
7/29/2014,2:55 PM,male,desktop,0,Cuba,
7/21/2014,6:59 AM,female,mobile,1,Cuba,
7/30/2014,3:22 AM,female,tablet,0,Cuba,
7/31/2014,8:24 AM,male,tablet,0,Cuba,
7/24/2014,11:15 PM,female,tablet,1,Cuba,
7/27/2014,5:38 AM,male,mobile,1,Cuba,
7/20/2014,10:01 PM,male,tablet,0,Cuba,
7/27/2014,12:47 PM,female,mobile,0,Cuba,
7/31/2014,1:21 AM,male,mobile,1,Cuba,
7/22/2014,3:14 AM,female,mobile,1,Cyprus,
7/18/2014,10:19 AM,male,mobile,1,Cyprus,
7/27/2014,7:20 PM,female,mobile,1,Cyprus,
7/22/2014,1:40 PM,male,tablet,1,Cyprus,
7/19/2014,4:52 AM,female,tablet,0,Cyprus,
7/19/2014,1:08 AM,male,desktop,1,Cyprus,
7/21/2014,7:46 PM,female,mobile,1,Cyprus,
7/24/2014,2:02 AM,male,desktop,0,Czech Republic,
7/22/2014,11:06 PM,female,tablet,0,Czech Republic,
7/22/2014,11:53 AM,male,mobile,1,Czech Republic,
7/24/2014,6:51 PM,female,mobile,0,Czech Republic,
7/19/2014,10:22 PM,male,mobile,0,Czech Republic,
7/19/2014,2:23 AM,female,mobile,0,Czech Republic,
7/27/2014,12:46 PM,male,tablet,1,Czech Republic,
7/21/2014,5:49 PM,male,tablet,0,Czech Republic,
7/22/2014,8:53 AM,male,mobile,1,Czech Republic,
7/28/2014,7:43 PM,female,tablet,1,Czech Republic,
7/18/2014,5:01 AM,female,tablet,1,Czech Republic,
7/22/2014,8:10 PM,female,tablet,1,Czech Republic,
7/30/2014,12:36 AM,female,mobile,0,Czech Republic,
7/26/2014,7:50 PM,female,mobile,1,Czech Republic,
7/17/2014,2:14 AM,male,mobile,0,Czech Republic,
7/17/2014,12:49 PM,male,mobile,1,Czech Republic,
7/29/2014,12:52 AM,female,tablet,1,Czech Republic,
7/31/2014,6:17 AM,female,desktop,1,Czech Republic,
7/18/2014,8:24 AM,male,mobile,0,Czech Republic,
7/21/2014,3:38 AM,male,mobile,0,Czech Republic,
7/20/2014,3:50 PM,female,desktop,1,Czech Republic,
7/24/2014,1:36 AM,female,tablet,0,Czech Republic,
7/31/2014,4:00 AM,female,desktop,0,Czech Republic,
7/19/2014,5:00 PM,female,desktop,1,Czech Republic,
7/21/2014,6:30 PM,male,desktop,1,Czech Republic,
7/29/2014,7:59 PM,female,mobile,0,Czech Republic,
7/17/2014,6:22 PM,female,desktop,0,Czech Republic,
7/31/2014,9:43 PM,female,mobile,1,Czech Republic,
7/26/2014,3:32 PM,female,tablet,0,Czech Republic,
7/19/2014,8:46 PM,male,tablet,1,Czech Republic,
7/18/2014,10:30 PM,male,desktop,1,Czech Republic,
7/19/2014,7:43 AM,male,tablet,0,Czech Republic,
7/18/2014,1:26 PM,male,desktop,0,Czech Republic,
7/30/2014,6:33 AM,male,desktop,1,Czech Republic,
7/27/2014,4:10 AM,female,desktop,1,Czech Republic,
7/30/2014,5:55 AM,female,desktop,0,Czech Republic,
7/19/2014,8:17 AM,female,desktop,1,Czech Republic,
7/25/2014,8:57 PM,female,desktop,1,Czech Republic,
7/25/2014,5:13 AM,male,tablet,0,Czech Republic,
7/19/2014,8:25 PM,male,mobile,1,Czech Republic,
7/27/2014,3:39 AM,male,tablet,0,Czech Republic,
7/19/2014,11:42 AM,male,desktop,0,Czech Republic,
7/19/2014,7:00 PM,female,desktop,1,Czech Republic,
7/25/2014,1:01 PM,female,mobile,0,Czech Republic,
7/30/2014,4:47 AM,female,tablet,0,Czech Republic,
7/22/2014,2:33 PM,male,tablet,0,Czech Republic,
7/27/2014,4:07 AM,male,tablet,1,Czech Republic,
7/29/2014,11:41 PM,male,desktop,1,Czech Republic,
7/30/2014,5:01 PM,female,mobile,1,Czech Republic,
7/24/2014,7:37 PM,female,desktop,1,Czech Republic,
7/22/2014,1:47 AM,female,mobile,0,Czech Republic,
7/29/2014,8:47 PM,male,tablet,1,Czech Republic,
7/22/2014,8:00 PM,male,mobile,0,Czech Republic,
7/17/2014,8:49 AM,female,desktop,0,Czech Republic,
7/27/2014,8:17 AM,male,mobile,0,Czech Republic,
7/28/2014,6:18 AM,female,tablet,1,Czech Republic,
7/17/2014,9:50 AM,female,desktop,1,Czech Republic,
7/27/2014,9:55 AM,male,tablet,1,Czech Republic,
7/17/2014,7:23 AM,female,mobile,1,Czech Republic,
7/22/2014,1:00 AM,male,mobile,1,Czech Republic,
7/26/2014,6:58 PM,male,desktop,1,Czech Republic,
7/28/2014,7:16 AM,male,desktop,1,Czech Republic,
7/30/2014,12:32 AM,male,tablet,0,Czech Republic,
7/29/2014,5:44 PM,female,mobile,0,Czech Republic,
7/26/2014,12:44 AM,male,desktop,1,Czech Republic,
7/24/2014,3:53 AM,male,desktop,1,Czech Republic,
7/28/2014,1:08 AM,male,tablet,1,Czech Republic,
7/31/2014,6:10 AM,female,mobile,0,Democratic Republic of the Congo,
7/20/2014,5:44 PM,male,tablet,1,Democratic Republic of the Congo,
7/27/2014,9:12 AM,male,desktop,1,Democratic Republic of the Congo,
7/28/2014,2:43 PM,male,desktop,0,Democratic Republic of the Congo,
7/21/2014,5:51 AM,female,desktop,1,Denmark,
7/26/2014,9:31 AM,female,desktop,1,Denmark,
7/23/2014,10:41 PM,female,tablet,1,Denmark,
7/30/2014,9:01 PM,female,tablet,1,Denmark,
7/27/2014,12:01 PM,female,desktop,0,Denmark,
7/27/2014,8:46 AM,male,tablet,1,Denmark,
7/28/2014,6:21 AM,female,desktop,0,Djibouti,
7/27/2014,6:44 AM,male,desktop,1,Dominica,
7/30/2014,8:31 AM,female,tablet,1,Dominican Republic,
7/23/2014,10:02 PM,female,tablet,0,Dominican Republic,
7/17/2014,1:16 AM,female,tablet,1,Dominican Republic,
7/17/2014,12:45 AM,female,mobile,0,Dominican Republic,
7/27/2014,2:09 AM,female,mobile,1,Dominican Republic,
7/28/2014,1:32 AM,female,mobile,0,Dominican Republic,
7/29/2014,5:11 AM,female,tablet,0,Dominican Republic,
7/29/2014,1:21 AM,male,desktop,1,Dominican Republic,
7/24/2014,1:54 PM,male,desktop,0,East Timor,
7/24/2014,12:33 AM,female,mobile,0,East Timor,
7/30/2014,4:07 AM,female,mobile,0,East Timor,
7/26/2014,12:26 AM,female,mobile,0,Ecuador,
7/26/2014,10:47 PM,male,desktop,1,Ecuador,
7/18/2014,12:56 AM,female,tablet,1,Ecuador,
7/25/2014,12:10 PM,male,mobile,1,Ecuador,
7/27/2014,4:53 PM,female,desktop,1,Ecuador,
7/30/2014,2:29 PM,female,tablet,0,Ecuador,
7/20/2014,7:45 AM,male,mobile,0,Ecuador,
7/30/2014,2:00 AM,female,mobile,0,Ecuador,
7/28/2014,6:09 AM,female,desktop,1,Ecuador,
7/19/2014,1:19 AM,female,desktop,1,Ecuador,
7/25/2014,3:46 PM,female,desktop,1,Ecuador,
7/21/2014,3:00 PM,female,tablet,1,Ecuador,
7/30/2014,9:18 PM,female,desktop,0,Ecuador,
7/30/2014,6:54 PM,female,desktop,0,Egypt,
7/19/2014,2:37 PM,female,desktop,1,Egypt,
7/30/2014,7:18 AM,female,desktop,0,Egypt,
7/30/2014,12:10 AM,female,tablet,1,Egypt,
7/23/2014,2:58 PM,male,mobile,0,Egypt,
7/23/2014,2:30 PM,male,mobile,0,Egypt,
7/31/2014,1:33 PM,male,tablet,1,Egypt,
7/27/2014,6:51 AM,male,tablet,0,Egypt,
7/22/2014,6:26 AM,male,tablet,1,Egypt,
7/31/2014,7:25 PM,female,mobile,0,Egypt,
7/17/2014,5:21 AM,female,desktop,1,Egypt,
7/31/2014,9:56 PM,female,tablet,1,El Salvador,
7/25/2014,9:39 AM,male,tablet,0,El Salvador,
7/21/2014,12:12 PM,male,tablet,1,El Salvador,
7/26/2014,10:57 AM,female,desktop,0,El Salvador,
7/22/2014,5:49 AM,female,mobile,0,Equatorial Guinea,
7/25/2014,9:42 AM,female,desktop,1,Eritrea,
7/22/2014,11:08 AM,female,desktop,1,Estonia,
7/19/2014,12:39 PM,female,desktop,1,Estonia,
7/23/2014,1:18 PM,male,desktop,0,Estonia,
7/17/2014,4:36 AM,female,mobile,1,Ethiopia,
7/27/2014,1:07 PM,female,tablet,1,Ethiopia,
7/22/2014,4:06 PM,female,tablet,0,Ethiopia,
7/31/2014,5:05 AM,male,desktop,1,Ethiopia,
7/30/2014,6:27 PM,male,desktop,0,Ethiopia,
7/26/2014,12:40 AM,female,mobile,1,Ethiopia,
7/20/2014,6:47 AM,female,tablet,0,Ethiopia,
7/26/2014,8:55 AM,female,mobile,0,Ethiopia,
7/18/2014,8:44 AM,female,mobile,1,Ethiopia,
7/29/2014,1:44 PM,female,desktop,0,Ethiopia,
7/30/2014,5:28 PM,male,tablet,1,Faroe Islands,
7/19/2014,8:52 PM,female,tablet,0,Finland,
7/20/2014,1:48 AM,female,tablet,1,Finland,
7/23/2014,12:11 PM,female,desktop,0,Finland,
7/31/2014,8:01 AM,male,tablet,1,Finland,
7/21/2014,11:34 AM,female,desktop,1,Finland,
7/27/2014,12:53 PM,male,tablet,0,Finland,
7/28/2014,1:06 PM,female,desktop,0,Finland,
7/23/2014,9:41 AM,female,tablet,0,Finland,
7/23/2014,11:20 PM,male,tablet,1,Finland,
7/17/2014,3:00 PM,male,desktop,0,Finland,
7/22/2014,6:20 PM,male,desktop,1,Finland,
7/25/2014,3:12 PM,female,desktop,0,Finland,
7/26/2014,4:12 AM,male,tablet,1,Finland,
7/29/2014,5:10 PM,female,desktop,0,Finland,
7/28/2014,4:22 PM,male,desktop,1,Finland,
7/26/2014,5:00 PM,male,mobile,1,Finland,
7/30/2014,4:27 PM,male,tablet,1,Finland,
7/27/2014,7:27 PM,male,mobile,1,Finland,
7/23/2014,11:08 PM,male,desktop,1,Finland,
7/18/2014,8:43 AM,female,desktop,1,Finland,
7/20/2014,11:28 PM,male,tablet,0,Finland,
7/20/2014,6:34 AM,female,desktop,1,Finland,
7/29/2014,5:29 AM,female,mobile,0,Finland,
7/23/2014,7:17 PM,female,desktop,1,Finland,
7/31/2014,12:02 PM,female,mobile,0,Finland,
7/30/2014,12:17 PM,female,tablet,1,France,
7/27/2014,2:50 PM,female,mobile,1,France,
7/24/2014,3:36 PM,female,tablet,1,France,
7/21/2014,4:16 PM,female,desktop,1,France,
7/31/2014,8:25 PM,female,tablet,1,France,
7/27/2014,11:24 PM,male,mobile,1,France,
7/18/2014,6:13 AM,male,tablet,0,France,
7/28/2014,8:50 AM,male,desktop,1,France,
7/28/2014,1:08 AM,male,tablet,1,France,
7/31/2014,2:09 PM,male,mobile,1,France,
7/29/2014,8:24 PM,female,desktop,1,France,
7/21/2014,12:15 AM,male,desktop,1,France,
7/26/2014,9:58 AM,female,tablet,0,France,
7/20/2014,9:26 PM,female,mobile,1,France,
7/24/2014,6:47 PM,female,mobile,1,France,
7/21/2014,10:09 PM,female,tablet,0,France,
7/21/2014,12:34 PM,female,desktop,1,France,
7/27/2014,8:30 AM,female,tablet,1,France,
7/29/2014,11:26 PM,female,tablet,0,France,
7/25/2014,3:24 PM,female,mobile,0,France,
7/25/2014,10:23 PM,female,tablet,0,France,
7/24/2014,3:32 PM,male,mobile,0,France,
7/30/2014,10:44 AM,male,tablet,1,France,
7/26/2014,7:20 AM,male,mobile,1,France,
7/31/2014,12:56 AM,male,mobile,1,France,
7/20/2014,12:19 AM,male,mobile,0,France,
7/20/2014,4:00 AM,male,desktop,1,France,
7/17/2014,3:49 PM,male,desktop,0,France,
7/29/2014,8:09 PM,male,desktop,0,France,
7/25/2014,4:32 PM,male,desktop,1,France,
7/20/2014,3:46 AM,male,desktop,0,France,
7/26/2014,7:44 AM,female,tablet,0,France,
7/24/2014,12:08 PM,female,mobile,0,France,
7/17/2014,6:05 AM,male,desktop,0,France,
7/29/2014,2:32 PM,male,tablet,0,France,
7/25/2014,10:34 AM,male,desktop,1,France,
7/18/2014,8:29 AM,female,mobile,0,France,
7/27/2014,12:34 AM,female,desktop,0,France,
7/31/2014,7:30 AM,female,tablet,1,France,
7/26/2014,1:37 PM,male,desktop,1,France,
7/25/2014,1:27 AM,female,tablet,0,France,
7/20/2014,11:31 PM,female,desktop,0,France,
7/28/2014,4:18 AM,female,mobile,1,France,
7/19/2014,5:08 PM,male,desktop,1,France,
7/24/2014,2:58 PM,female,mobile,0,France,
7/30/2014,6:12 AM,female,desktop,1,France,
7/27/2014,10:58 AM,female,mobile,1,France,
7/22/2014,6:53 PM,female,tablet,1,France,
7/27/2014,3:15 AM,female,mobile,1,France,
7/31/2014,5:30 PM,male,desktop,1,France,
7/17/2014,11:02 AM,female,tablet,1,France,
7/17/2014,12:44 AM,female,tablet,1,France,
7/27/2014,12:01 AM,female,desktop,0,France,
7/25/2014,11:56 AM,female,desktop,0,France,
7/24/2014,11:29 PM,male,desktop,1,France,
7/18/2014,7:30 PM,male,tablet,0,France,
7/25/2014,1:57 AM,male,tablet,0,France,
7/17/2014,7:44 PM,male,desktop,1,France,
7/28/2014,6:28 AM,female,tablet,0,France,
7/19/2014,10:44 PM,male,mobile,0,France,
7/18/2014,4:56 PM,female,desktop,1,France,
7/17/2014,5:51 AM,male,mobile,1,France,
7/28/2014,5:10 AM,male,tablet,1,France,
7/18/2014,12:07 AM,male,mobile,1,France,
7/28/2014,1:47 AM,male,desktop,1,France,
7/23/2014,1:17 PM,female,desktop,1,France,
7/19/2014,8:32 AM,female,desktop,0,France,
7/23/2014,10:03 PM,male,desktop,0,France,
7/18/2014,6:27 AM,female,desktop,0,France,
7/17/2014,8:35 PM,male,mobile,0,France,
7/30/2014,11:35 PM,female,desktop,1,France,
7/30/2014,3:29 PM,male,tablet,1,France,
7/21/2014,3:38 AM,female,tablet,0,France,
7/27/2014,8:06 AM,male,tablet,0,France,
7/26/2014,6:24 AM,female,mobile,0,France,
7/28/2014,3:51 PM,male,desktop,1,France,
7/24/2014,8:35 AM,male,mobile,0,France,
7/20/2014,6:52 AM,male,mobile,0,France,
7/23/2014,2:25 PM,female,desktop,1,France,
7/19/2014,4:24 AM,male,tablet,1,France,
7/31/2014,9:36 PM,female,desktop,1,France,
7/23/2014,12:06 PM,female,desktop,0,France,
7/18/2014,2:35 AM,male,desktop,0,France,
7/23/2014,12:03 AM,female,desktop,0,France,
7/29/2014,1:25 AM,female,tablet,1,France,
7/29/2014,4:10 AM,male,tablet,1,France,
7/25/2014,7:22 AM,female,desktop,0,France,
7/21/2014,11:39 PM,female,mobile,1,France,
7/25/2014,12:57 AM,female,mobile,1,France,
7/28/2014,12:37 AM,male,mobile,1,France,
7/28/2014,8:54 AM,female,tablet,1,France,
7/17/2014,8:47 AM,female,desktop,0,France,
7/19/2014,8:10 AM,male,tablet,0,France,
7/27/2014,7:46 AM,female,desktop,1,France,
7/23/2014,12:28 PM,male,mobile,0,France,
7/21/2014,9:16 PM,male,desktop,0,France,
7/24/2014,11:32 AM,male,mobile,1,France,
7/27/2014,8:36 PM,female,desktop,1,France,
7/31/2014,3:48 PM,male,mobile,1,France,
7/19/2014,8:36 AM,female,mobile,0,France,
7/22/2014,5:57 PM,female,desktop,1,France,
7/30/2014,5:41 AM,female,mobile,0,France,
7/24/2014,11:05 PM,female,desktop,1,France,
7/20/2014,11:36 PM,female,mobile,0,France,
7/19/2014,1:25 AM,female,desktop,0,France,
7/17/2014,1:15 AM,female,tablet,0,France,
7/27/2014,8:38 PM,female,tablet,1,France,
7/21/2014,4:23 PM,male,mobile,0,France,
7/29/2014,4:33 AM,male,tablet,1,France,
7/26/2014,5:35 PM,male,tablet,1,France,
7/22/2014,6:52 PM,female,desktop,1,France,
7/28/2014,7:03 AM,female,mobile,1,France,
7/18/2014,12:56 PM,male,mobile,0,France,
7/26/2014,6:33 AM,female,desktop,0,France,
7/24/2014,4:13 PM,female,tablet,1,France,
7/23/2014,6:45 PM,female,mobile,0,France,
7/18/2014,8:53 AM,female,desktop,0,France,
7/29/2014,6:04 AM,female,desktop,1,France,
7/31/2014,5:27 PM,male,desktop,1,French Polynesia,
7/27/2014,12:23 PM,male,tablet,0,Gambia,
7/28/2014,4:15 PM,male,tablet,1,Gambia,
7/23/2014,5:47 PM,female,mobile,1,Georgia,
7/31/2014,2:03 PM,female,desktop,0,Georgia,
7/20/2014,1:13 PM,female,tablet,0,Georgia,
7/17/2014,3:50 PM,female,mobile,1,Georgia,
7/23/2014,12:26 AM,female,mobile,0,Germany,
7/23/2014,4:44 AM,male,tablet,1,Germany,
7/21/2014,10:14 PM,male,desktop,1,Germany,
7/30/2014,7:18 PM,female,desktop,0,Germany,
7/21/2014,1:18 AM,male,desktop,0,Germany,
7/30/2014,12:05 AM,female,mobile,1,Germany,
7/30/2014,12:12 AM,female,mobile,0,Germany,
7/17/2014,11:16 PM,female,mobile,0,Germany,
7/21/2014,2:50 PM,male,mobile,1,Germany,
7/30/2014,1:43 AM,female,desktop,0,Ghana,
7/26/2014,4:16 AM,female,mobile,1,Ghana,
7/28/2014,1:08 AM,male,desktop,1,Ghana,
7/27/2014,4:43 AM,male,desktop,1,Greece,
7/22/2014,11:17 AM,female,mobile,1,Greece,
7/23/2014,11:31 PM,female,mobile,1,Greece,
7/27/2014,7:50 AM,male,mobile,0,Greece,
7/23/2014,11:45 AM,male,tablet,0,Greece,
7/25/2014,11:20 AM,female,desktop,0,Greece,
7/28/2014,8:59 PM,female,tablet,0,Greece,
7/29/2014,3:39 AM,male,mobile,0,Greece,
7/31/2014,6:00 AM,female,tablet,1,Greece,
7/22/2014,2:56 AM,male,mobile,0,Greece,
7/28/2014,7:57 AM,male,mobile,1,Greece,
7/28/2014,12:43 AM,female,desktop,1,Greece,
7/30/2014,3:50 AM,female,tablet,1,Greece,
7/27/2014,10:51 PM,male,tablet,0,Greece,
7/31/2014,3:41 PM,female,tablet,0,Greece,
7/28/2014,1:09 AM,male,tablet,1,Greece,
7/22/2014,11:04 AM,male,tablet,0,Greece,
7/20/2014,11:31 PM,male,desktop,1,Greece,
7/19/2014,11:08 PM,male,mobile,0,Greece,
7/17/2014,9:15 AM,male,tablet,1,Greece,
7/22/2014,9:17 AM,female,mobile,1,Greece,
7/26/2014,1:03 PM,male,tablet,1,Greece,
7/24/2014,9:00 PM,female,tablet,1,Greece,
7/24/2014,8:47 AM,female,desktop,0,Greece,
7/28/2014,4:45 AM,female,desktop,0,Greece,
7/18/2014,8:08 AM,female,desktop,1,Greece,
